name,ingredients,preparation
QUINUA CON QUESO,"1 taza de quinua,1 taza de leche evaporada pura,500 g (1 lb) de papas,2 cucharadas de mantequilla,1 cucharada de aceite de oliva,1 cebolla, finamente picada,1 cucharadita de ajo, finamente picado,½ taza de jugo de tomate,2 ajíes frescos amarillos, sin semillas ni venas, bien lavado, finamente picado,1 ½ cucharada de culantro, picado,2 tazas de queso rallado (Edam, Gruyere o similar),Sal,Pimienta"," Lavar la quinua varias veces, frotándola entre las manos y dejando que se vaya al fondo de la olla antes de cambiar el agua. Repetir este procedimiento hasta que el agua quede clara. Escurrir la quinua en un colador fino. Reservar. Hervir 2 tazas de agua y agregar la quinua. Cocinar 12 minutos aproximadamente o hasta que esté suave. 
Una vez cocida, agregar la leche, mover y reservar.
Aparte, cocinar las papas en agua salada hasta que estén tiernas. Retirar de la olla, enfriar unos minutos y pelar. Cortar en trozos de 2 a 3 cm (1 pulgada).
Derretir la mantequilla con el aceite de oliva en una sartén honda. Agregar la cebolla picada y el ajo. Cocinar hasta que estén suaves y dorados. Añadir el jugo de tomate, ají y culantro y mezclar. Incorporar la mezcla de quinua y las papas, cuidadosamente, para que las papas no se deshagan. Agregar el queso rallado y mezclar. Sazonar con sal y pimienta.
Opcional: 
Mezclar la quinua con la mitad del queso rallado.
Verter en un molde engrasado de vidrio refractario (para 8 a 10 tazas). Cubrir con el queso restante.
Llevar al horno precalentado a 350°F (180°C) hasta que esté bien caliente y el queso de encima esté derretido.
Quinua Recomendaciones para su preparacion

Calorías 245
Proteínas 35.45 gr.
Grasas 39.2 gr.
Carbohidratos 39.76 gr.

6 personas
"
QUINUA CON MANI,"1 k (2 lb 4 oz) de quinua,4 ajíes amarillos frescos, sin semillas y venas, bien lavados y picados,3 cebollas medianas, finamente picadas,200 g (7 oz) de queso fresco,½ taza de aceite,200 g (7 oz) de maní, tostado y molido,½ taza de leche aproximadamente,½ k (1 lb 2 oz) de papa amarilla, peladas (si son grandes, partidas por mitad),2 huevos, cocidos,2 cubitos de caldo de carne o pollo,Sal,Pimienta,Comino,Perejil"," Lavar la quinua varias veces, frotándola entre las manos y dejando que se vaya al fondo de la olla antes de cambiar el agua, hasta que el agua quede clara. Escurrir la quinua en un colador fino. 
Reservar. Hervir agua o caldo en una olla y dejar caer la quinua. Cocinar durante 15 minutos. Escurrir y reservar.
Calentar aceite en una olla y agregar la cebolla. Luego agregar el ají y dejar cocinar unos minutos. Agregar el maní molido, los condimentos, cubitos y por último la quinua. Dejar cocinar, agregar las papas y esperar que se cocinen (que no se deshagan).
Una vez cocidas agregar el queso fresco, la leche y mezclar. 
Servir y adornar con perejil picado y huevo cocido picado.
Se puede servir con Salsa de Ají.

Calorías 172
Proteínas 43 gr.
Grasas 57 gr.
Carbohidratos 144 gr.

Quinua Recomendaciones para su preparacion
"
QUINOTTO / Risotto de Quinua,"500 g (1 lb 2 oz) de quinua,2 litros de agua hirviendo (mejor si se hace con caldo),4 cucharadas de mantequilla,1 cebolla, finamente picada,150 g (5 ½ oz) de tocino ahumado, picado,5 dientes de ajo, finamente picados,250 g (9 oz) de champiñones, cortados en láminas,1 cucharada de pistilos de azafrán,1 taza de vino blanco, seco,1 taza de crema de leche,200 g de queso parmesano rallado,Sal,Pimienta,Nuez moscada,4 cucharadas de perejil, picado,1 cucharada de aceite vegetal,1 ¾ taza de crema de leche,3 docenas de camarones,4 cucharadas de mantequilla,1 taza de agua,Aceite,Perejil, picado,1 pimiento rojo, en cuadritos"," Lavar la quinua, restregando bien, hasta que el agua salga clara y limpia. Agregar al agua o caldo hirviendo (si se va a preparar con camarones, cocinar la quinua en caldo de mariscos) y cocinar hasta que la quinua esté graneada (aproximadamente 12 minutos en agua hirviendo). Colar y enfriar.
Colocar la mantequilla con el aceite vegetal en una sartén grande y agregar la cebolla, el tocino y el ajo. Dejar cocinar unos minutos a fuego lento. Agregar el azafrán, el vino, los champiñones, nuez moscada, sal, pimienta y crema de leche. Llevar a hervir e incorporar la quinua graneada. Cocinar hasta que tome una textura untuosa. Agregar el queso parmesano y el perejil picado. 
Servir en el centro de un plato, y espolvorear con queso parmesano rallado .
Quinua Recomendaciones para su preparacion
Opcional:Si el Quinotto se va a preparar de camarones, limpiar los camarones retirando los caparazones que cubren la cola y la cabeza y reservar. 
Retirar el coral de los camarones y separar. Reservar separado las colas de los camarones en un recipiente. 
Saltear los caparazones en la mantequilla aproximadamente 5 minutos.

Agregar los corales, el agua y dejar que hierva. Retirar del fuego, licuar y colar. Regresar a la olla y agregar la crema de leche. 
Reducir a fuego medio hasta que adquiera una textura de salsa. 
Justo antes de que esté el Quinotto, calentar 10 cucharadas de aceite en cada una de las 2 sartenes y saltear los camarones a fuego fuerte. Espolvorear con perejil y pimiento picadito.
Servir en el centro de cada plato. Bañar con el extracto de los camarones, acomodar las colas de camarones alrededor y espolvorear con queso parmesano rallado.
Receta novoandina de Don Cucho la Rosa


 Maridaje
   


TempranilloMerlot

"
PURE DE YUCA GRATINADO,"2 k (4 lb 8 oz) yuca de buena calidad,2 – 2 ½ taza de leche tibia aproximadamente,4 cucharadas de mantequilla, a temperatura de ambiente,400 g (14 oz) de champiñones, cortados en láminas (opcional),2 cucharadas de mantequilla, para los champiñones (opcional),100 g (3 ½ oz) de queso Edam o similar rallado grueso,100 g de queso Gruyere o similar rallado grueso,½ taza de queso Parmesano,2 yemas de huevo, ligeramente batidas,½ taza de queso Mozzarella,Sal,Pimienta"," Pelar la yuca y colocarla en una olla con agua que la cubra. Llevarla a hervir y cocinar hasta que esté tierna y suave.
Prensar la yuca caliente con un tenedor o un prensador de metal. Colocar la yuca caliente en la batidora. Batir la yuca y agregar la mantequilla y la leche gradualmente hasta formar un puré suave. Agregar el queso Edam, el Gruyere y las yemas de huevo. Mezclar bien. El puré debe tener una consistencia espesa. Reservar.
Derretir la mantequilla en una sartén y saltear los champiñones. Sazonar. Incorporar los champiñones al puré de yuca. Rectificar la sazón.
Engrasar ligeramente un molde y vaciar el puré. Espolvorear queso Mozzarella encima.
Llevarlo al horno 350°F (180°C) hasta que esté bien caliente y servir.
Calorías 866
Proteínas 33.6 gr.
Grasas 35.93 gr.
Carbohidratos 135.69 gr.
"
PURE DE YUCA CON QUESO,"2 k (4 lb 8 oz) de yuca, de buena calidad (de preferencia amarilla) pelada y partida en trozos,6 cucharadas de mantequilla derretida, aproximadamente,250 g de queso andino o similar, aproximadamente, rallado grueso,¾ de taza de queso parmesano, rallado,Sal,Pimienta,Nuez moscada,Trocitos de mantequilla para gratinar,Cebollino o perejil picado para decorar"," Colocar los trozos de yuca en una olla con agua que la cubra. Llevarla a hervir y cocinar hasta que esté tierna y suave. Retirar de la olla y presionar la yuca, lo más caliente posible
con un tenedor o un prensador. Retirar las hebras o partes duras. 
Amasar con las manos para amalgamar bien el puré. Agregar la mantequilla derretida y mezclar. Agregar luego los quesos rallados y sazonar con sal y pimienta y nuez moscada.
Verter todo en un molde refractario. Salpicar encima con trocitos de mantequilla y llevar al horno a temperatura moderada 350°F para calentar por unos 20 minutos y luego poner a dorar por unos minutos.
Echar cebollino o perejil picado antes de servir.

Calorías 747
Proteínas 19.88 gr.
Grasas 29.71 gr.
Carbohidratos 100.68 gr.
"
PILAF DE QUINUA ,"1 ½ taza de quinua,3 tazas de caldo de pollo,1 ½ cucharada de aceite vegetal,1 ½ cucharada de aceite de oliva,½ taza de pimiento verde, picado en cubitos pequeños,2 tazas de zanahoria, peladas y picadas en cubitos pequeños,½ taza de pimiento rojo, picado en cubitos pequeños,3 cabezas de cebollita china, picada (parte verde y blanca),2 tallos de apio, picados en cubitos pequeños,½ taza de perejil picado,1 diente de ajo, finamente picado,2 – 3 cucharadas de queso parmesano rallado,Sal,Pimienta"," Lavar la quinua 5 o más veces, frotándola entre las manos y dejando que se vaya al fondo de la olla antes de cambiar el agua, hasta que el agua quede clara. Escurrir la quinua en un colador fino. Reservar.
Hervir el caldo en una olla y dejar caer la quinua. Cocinar durante 15 minutos y reservar.
Calentar los aceites en una sartén grande y saltear los pimientos rojo y verde, la zanahoria, cebollita china, apio y perejil a fuego fuerte durante 7 a 8 minutos. Agregar el ajo y cocinar 1 minutos más. Sazonar al gusto.
Agregar las verduras a la quinua cocida y revolver con un tenedor grande.
Sazonar con queso parmesano, sal y pimienta.
Servir en una fuente.

Quinua Recomendaciones para su preparacion

Calorías 199
Proteínas 6.34 gr.
Grasas 8.64 gr.
Carbohidratos 24.39 gr.
"
PURE DE PALLARES,"1 kilo (2 lb 4 oz) de pallares,Sal,½ taza de mantequilla aproximadamente,Pimienta"," Colocar los pallares en una olla grande y cubrir con agua. No hay necesidad de remojarlos previamente.
Llevarlos al fuego y dejar que hiervan alrededor de 5 minutos o hasta que la cáscara se desprenda fácilmente. Escurrir y pelar los pallares. Cubrir de nuevo con agua y regresar al fuego hasta que se cocinen y estén suaves.
Escurrir y licuar con la cantidad necesaria del agua de cocción y pasar luego por un colador fino. Mezclar mantequilla. El puré debe tener una textura suave y cremosa.
Sazonar con sal y pimienta.
Servir caliente.
Calorías 509.12
Proteínas 27.1 gr.
Grasas 11.75 gr.
Carbohidratos 77 gr.
"
PESQ´E DE QUINUA,"2 tazas de quinua cruda,2 cucharadas de mantequilla,¾ de taza de leche evaporada, aproximadamente,Sal,¾ de taza de queso fresco,¼ de cucharadita de anís en grano"," Cocinar la quinua y escurrir. Agregar la mantequilla con la leche y la sal y mezclar hasta formar una crema espesa. Agregar el queso fresco desmenuzado y el anís.
Opcional: Freír en una sartén ajos molidos, cebolla picada y ají panca molido. Sazonar con sal y pimienta. Servir este aderezo encima del Pes´e.

Calorías 303
Proteínas 13.88 gr.
Grasas 14.98 gr.
Carbohidratos 33.8 gr.

Plato típico del Cuzco
Receta del libro de la Sra. Teresa Ocampo
"
PEPIAN DE CHOCLO CON LANGOSTINOS ,"1/2 k (1 lb) de colas de langostinos,½ poro en trozos,1 zanahoria en trozos,1 rama de romero,1 rama de apio,1 rama de perejil,6 a 8 ajíes amarillos frescos, limpios,1 taza de aceite vegetal,2 cebollas grandes, finamente picadas,4 dientes de ajo molidos,8 choclos rallados y licuados,1 huevo cocido,Sal,Pimienta,Comino"," Pelar las colas de los langostinos.
Con las caparazones preparar un caldo colocando en una olla 3 tazas de agua, poro, zanahoria en trozos, romero, apio, perejil, sal y pimienta. Llevar a hervir por 15 minutos. Retirar del fuego y colar. Reservar el caldo.
Hervir agua en una olla, retirar del fuego y en esta agua remojar los ajíes limpios durante 2 minutos. Cambiar el agua y repetir el procedimiento dos veces más. Escurrir y eliminar el agua. Licuar con la cantidad necesaria de aceite hasta obtener una crema pastosa. Sazonar con sal. Reservar.
En una olla calentar el resto del aceite y freir la cebolla con los ajos. Añadir el ají al gusto y cocinar unos minutos.
Separar la mitad de este aderezo y reservar para cocinar los langostinos.
Agregar el choclo molido a la olla en la que quedó la mitad del aderezo, junto con ½ a 1 taza del caldo que se reservó y llevar a hervir hasta que espese. Rectificar la sazón. Si se desea más picante, agregar más ají.
Calentar el aderezo que se reservó, agregar los langostinos y cocinarlos rápidamente en este aderezo, por 1 ó 2 minutos hasta que estén cocidos y cambien de color, sin recocinarlos para que no se pongan duros.
Antes de servir, calentar la mezcla del choclo y mezclar con los langostinos (reservar algunos para la decoración).
Servir en una fuente y decorar encima con huevo cocido picado y las colas de langostinos que se reservaron. Acompañar con arroz blanco.
Calorías 381
Proteínas 11.97 gr.
Grasas 23.4 gr.
Carbohidratos 37.64 gr.
"
PAPA RELLENA ,"¼ taza pasas,1 k (2.2 lb) papa, de preferencia mitad Yungay y mitad Canchán,Sal al gusto,Pimienta,4 huevos (1 fresco y 3 cocidos),6 cucharadas de aceite,½ k carne molida,1 taza de cebolla picada,1 diente de ajo picado,1 cucharadita de,6 aceitunas de botija (negras),½ taza de tomate pelado, picado y sin semillas,1 cucharadita de perejil picado,1 cucharadita de culantro picado"," Lavar papas. Cocinar en una olla con agua y sal. Una vez cocidas, retirar y pelar.
Pasar por prensapapas y dejar enfriar. Amasar con un huevo fresco, sal y pimienta hasta que estén suaves. Separar.
Para preparar el relleno, poner 2 cucharadas de aceite en una olla o sartén mediana. Dorar la cebolla y agregar los ajos. Agregar carne molida y tomate picado. Cocinar por 5 minutos y agregar perejil, culantro, aceitunas picadas, 3 huevos cocidos picados y pasas. Sazonar con sal, pimienta y paprika.
Con las manos enharinadas tomar una porción de papas (½ taza aproximadamente) y ponerla en la palma de la mano, aplanándola. Poner en el centro una porción de relleno de carne (1 cucharada). Doblar y cerrar, presionando los bordes, dándole una forma ovalada. Pasar la papa por harina y si se desea, se puede pasar por huevo ligeramente batido también. Repetir hasta acabar con la papa.
Calentar 4 cucharadas de aceite en una sartén. Dorar la papa, dándole la vuelta con cuidado.
Servir con arroz y salsa criolla.
Sugerencias para la loncheras:
Preparar y freir las papas rellenas. Dejarlas enfriar y envolver cada una en papel aluminio grueso. Debe estar bien envuelta. Embolsar cada una en bolsa plástica y congelar por separado. 
Para descongelar sacar a temperatura de ambiente, luego calentar en el horno y colocar en el thermo.

Calorías 398
Proteínas 17.93 gr.
Grasas 21.13 gr.
Carbohidratos 34.37 gr.

8 personas

YANUQ SUGIERE PARA ACOMPAÑAR LA PAPA RELLENA
Pisco sour
Ensalada de apio, lechuga y pecanas
Arroz a la jardinera
Mazamorra morada
"
PAPAS A LA HUARACINA ,"Lechuga,8 aceitunas negras para decorar.,1 k o 8 papas medianas,1 cebolla grande finamente picada,3,500 g queso fresco en cuadritos,2 huevos batidos,½ taza leche evaporada,¾ taza aceite,Perejil picado,Sal,Pimienta"," Cocinar las papas.
Lavar bien los rocotos y retirar las venas y las semillas (preferible con guantes) y licuarlos con poca agua.
Poner en una olla los rocotos licuados, dejarlos cocinar bien.
Agregar aceite, cebolla. Cocinar hasta que la cebolla esté cocida.
Por último agregar leche, huevos, queso fresco. Sazonar.
Las papas cocidas se parten por mitad y se doran en mantequilla.
Se colocan las papas sobre una cama de lechuga picada y se cubren con la salsa. Espolvorear con perejil picado.
Calorías 474
Proteínas 15.96 gr.
Grasas 32.36 gr.
Carbohidratos 34.82 gr.
"
PAPA A LA HUANCAINA ,"5,2 dientes de ajo pelados,400 g de,½ taza de aceite vegetal,2 huevos cocidos,4 aceitunas de botija,1 k de papa amarilla (o blanca),Lechuga,Sal,Opcional: Leche al gusto"," Sacar venas y pepas al ají, lavarlos bien frotándo uno contra otro.
Calentar un poco de aceite en una sartén y saltear allí los ajíes cortados junto con los ajos enteros.
Poner en la licuadora esta preparación y agregarle el queso y el aceite, batiendo hasta que quede una crema. Si queda muy espesa se puede agregar un poco de leche hasta obtener la consistencia deseada.
Servir sobre papas cocidas, cortadas en mitades. Decorar con huevos cocidos en rodajas, aceitunas y hojas de lechuga.

Calorías 489
Proteínas 16.7 gr.
Grasas 28.27 gr.
Carbohidratos 43.72 gr.
6 personas

YANUQ SUGIERE PARA ACOMPAÑAR LA PAPA A LA HUANCAINA
Coctel de maracuyá y pisco
Flan de atún
Arroz con espinacas
Budín de piña"
PALTAS EMPANIZADAS RELLENAS ,"2 paltas (aguacates) medianas partidas por mitad longitudinalmente, sin pepa,Jugo de 1 limón,¾ de paquete chico de queso Camembert, sin la costra, o similar,1 diente de ajo, triturado,3 cucharadas de hierbas finas, finamente picadas,Gotas de Tabasco,6 cucharadas de pan blanco molido,4 cucharadas de semilla de ajonjolí tostado,½ cucharadita de comino,2 huevos,Aceite, para freir,Sal,Pimienta,1 cucharada de mantequilla,2 cucharadas de almendras fileteadas (en láminas),½ cucharadita de páprika (pimentón),1 cucharadita de jugo de limón"," Remover la pulpa de las paltas con una cuchara dejando aproximadamente 1 cm (½ pulgada) de pulpa sobre la cáscara. Rociar con el jugo de limón el interior de la palta y la pulpa que se retiró, para que no se ponga negra.Mezclar los ajos triturados con el queso Camembert, finas hierbas, salsa de tabasco, sal y pimienta. Llenar con esta preparación los cascarones de las paltas.Pelar cuidadosamente las paltas.
Mezclar el pan molido con el ajonjolí y el comino en un plato. Colocar los huevos ligeramente batidos un plato hondo y la harina en otro plato.Pasar las mitades de palta cuidadosamente por harina, luego por el huevo batido y por último pasarla por pan molido. Cubrir bien la palta con el pan.Sellar en una sartén ligeramente engrasada y escurrirlos luego en papel absorbente.Calentar el horno a 400°F (200°C) y colocar las paltas en una placa para horno. Hornear por 15 minutos.
Mantequilla de Almendras:Dorar las almendras en una sartén. Retirar. Derretir la mantequilla en una olla pequeña y agregar la páprika, mezclar y añadir almendras el jugo de 1 limón. Mover 1 a 2 minutos.Poner las paltas en un plato y rociar con mantequilla de almendras.Se pueden preparar las paltas con anticipación y refrigerar ya fritos. Antes de servir meter al horno.
2 (1 palta entera por persona) o 4 personas (mitad de palta por persona).

Calorías 335
Proteínas 12 gr.
Grasas 27.39 gr.
Carbohidratos 12.98 gr.

Receta proporcionada desde Mexico por Marisa Arozarena
"
NIDOS DE CAUSA CON TIRADITO A LA CREMA DE ROCOTO,"2 k de papa amarilla,½ taza de,¾ taza de aceite,¼ de taza de jugo de limón,Sal,Pimienta,2 ramas de apio, cortado en trozos grandes,½ poro, cortado en trozos grandes,½ cebolla blanca, grande, partida por mitad,3 rocotos,4 cucharadas de sal (para preparar el rocoto),3 cucharadas de vinagre (para preparar el rocoto),½ taza de vinagre blanco (para preparar la crema de rocoto),1 ½ taza de aceite de oliva,3 dientes de ajo, picado,Jugo de 3 limones,Sal,Pimienta,1 k. de pescado blanco, de textura firme,2 choclos, cocidos y desgranados,Opcional: 1 ó 2","Causa:Cocinar las papas en agua con sal. Aún calientes, pelarlas y pasarlas por el prensapapas. Amasar y condimentar con sal, pimienta, aceite, ají y limón, hasta formar un puré suave. Reservar.
Formar un aro con la causa en una fuente o en un plato si se desea servir individualmente.
En el centro colocar el Tiradito con crema de rocoto. Decorar alrededor con choclo desgranado y aros delgados de ají limo.
Tiradito:Blanquear, por separado, en agua hirviendo el apio, el poro y la cebolla, por unos minutos. Eliminar el agua y reservar las verduras.

La víspera, abrir los rocotos por la mitad, retirar semillas y venas y limpiar bien. Remojar en agua con 1 cucharada de sal y 1 cucharada de vinagre. Cambiar el agua con sal y vinagre dos veces más. Al día siguiente, hervir el rocoto por 5 minutos en agua con sal. Eliminar el agua y reservar los rocotos.
Para preparar la crema de rocoto, colocar el vinagre y los ajos en el vaso de la licuadora. Licuar e ir añadiendo, gradualmente, el aceite de oliva, apio, poro, cebolla, rocoto. (el rocoto agregarlo uno por uno para ir probando el picante), jugo de limón, sal y pimienta. 
Probar y rectificar la sazón del picante, condimentos y acidez.

Si la salsa estuviera muy espesa, agregar 1 cucharada de agua para aligerar la crema.
Cortar el pescado lavado en tajadas delgadas, ligeramente en diagonal. Acomodarlo en una fuente. Echar la crema encima del pescado y mezclarlo ligeramente.
Decorar con choclo.

Calorías 846
Proteínas 30.83 gr.
Grasas 50.4 gr.
Carbohidratos 69.39 gr.
"
OLLUQUITO CON CARNE ,"1 k (2 lb) de olluco, cortado en juliana fina,4 cucharadas de aceite,250 g (½ lb) de carne de res picada en tiras delgadas o carne molida,½ taza de cebolla, finamente picada,3 dientes de ajo, finamente picado,1 cucharadita de orégano,Sal,1 cucharadita de comino,2 cucharadas de,2 cucharadas de perejil, picado,1 cucharadita de páprika o pimentón"," Remojar los ollucos en agua con sal durante 1 hora una vez cortado.
Calentar el aceite en una sartén y freír la carne hasta que esté dorada. Retirarla y reservar.
En el mismo aceite freír la cebolla y el ajo hasta transparente. Agregar pimentón, ají panca, comino, orégano y sal. Dejar cocinar unos minutos.
Agregar los ollucos previamente escurridos y la carne. Tapar la olla y cocinar a fuego lento hasta que el olluco esté tierno, aproximadamente de 15 a 20 minutos, moviendo ocasionalmente. Agregar el perejil y mezclar.
Servir con arroz blanco.
Calorías 256
Proteínas 9.6 gr
Grasas 12.29 gr
Carbohidratos 26.7 gr
"
PAELLA DE QUINUA,"½ taza (7 cucharadas) de aceite de oliva,1 cebolla grande, finamente picada,1 cucharadita de ajo, finamente picado o triturado,1 ½ cucharadas de crema de aji panca o ají colorado,1 ½ cucharaditas de páprika,½ taza de arvejas, frescas,½ taza de habas verdes,2 zanahorias, peladas y cortadas en tiras,4 corazones de alcachofa, cortados en tiras,1 pimiento, soasado, pelado, sin semillas, cortados en tiras,1 taza de champiñones, cortados en làminas,100 gr de espárragos frescos, picados,1 ají amarillo sin venas ni pepas cortado en tiras,3 tomates pelados, sin pepas, cortados en cubos pequeños,2 tazas de caldo de verduras,3 tazas de quinua, limpia y lavada,2 cucharadas de perejil picado,1 cucharada de huacatay picado,Sal,Pimienta"," Calentar 5 cucharadas del aceite de oliva en una paellera o sartén grande. 
Agregar la cebolla picada, el ajo, la crema de ají panca y la páprika o pimientón y hacer un aderezo moviendo hasta que la cebolla esté suave. Incorporar en orden primero las arvejas, las habas y las zanahorias. Cocinar a fuego medio durante tres minutos, aproximadamente y agregar la alcachofa, el pimiento, los champiñones, los espárragos, el ají amarillo y los tomates. Agregar 1 ½ taza del caldo y sazonar con sal y pimienta. Tapar y cocinar a fuego bajo durante diez minutos. Agregar un poco más de caldo, si fuese necesario. Incorporar luego la quinua, remover y cocinar hasta que la quinua esté graneada. Esparcir el perejil y huacatay, mezclar y rociar el aceite de oliva restante.
Servir.
"
OCOPA YANUQ,"5 ají amarillo fresco, sin semillas y venas y cortados en trozos,1 cebolla grande, pelada y partida en trozos,2 dientes de ajo,3 galletas de animalitos, vainilla o maría,200 g queso fresco cortado en dados (feta o ricotta),3 cucharadas de maní tostado,Aceite (cantidad necesaria),1 rama de culantro,¾ taza leche evaporada aproximadamente,20 30 hojas de huacatay,Sal,Pimienta,6 papas cocidas, peladas y partidas por mitad,3 huevos, cocidos, pelados y partidos por mitad o en gajos,Aceitunas de botija, sin pepa, partidas en gajos,Hojas de lechuga","Salsa:Colocar las hojas de huacatay en un colador, rociar con abundante agua
hirviendo y luego con agua fría para mantener el color verde brillante.

Dorar en aceite las cebollas partidas en trozos junto con el ajo, el ají y el huacatay.
Freír hasta que esté bien dorado. Retirar.

Colocar en la licuadora la mezcla de la cebolla, las galletas, el queso, el maní, el culantro y la leche. Licuar. Sazonar al gusto.
Debe de quedar una crema espesa. Si es necesario agregar más aceite
mientras se licúa.PresentaciónAcomodar en una fuente las papas cocidas y verter la salsa sobre las papas.
Acomodar hojas de lechuga alrededor y decorar con aceitunas y huevo cocido."
OCOPA,"12 ajíes mirasol pelados, sin pepas ni venas,1/2 cebolla cortada gruesa,250 g de galletas de animalitos (vainilla),12 nueces,6 papas cocidas, peladas y partidas por mitad,3 huevos cocidos y cortados por la mitad o gajos,6 aceitunas de botija (negras), sin pepa y cortadas en 4,Sal,Aceite,Hojas de lechuga,Agua,12 hojas de huacatay, aproximadamente (la cantidad es opcional, depende del gusto de cada uno)"," En una lata para horno tostar los trozos de cebolla y los ajíes cuidando que no se lleguen a quemar, solo dorar. Luego colocar estos ajíes en un recipiente cubriéndolos de agua por unas horas para quitarles un poco el picor.
Colocar las hojas de huacatay en un colador, rociar con abundante agua
hirviendo y luego con agua fría para mantener el color verde brillante.
Reservar.
Licuar los ajíes de a pocos con un poco del agua en que se remojaron,
agregándole las nueces, las galletas de animalitos, los trozos de cebolla, sal y el huacatay. Debe quedar una crema espesa. Rociar una cucharada de aceite para que brille.
Colocar las papas en una fuente sobre las hojas de lechuga. Bañar con la salsa y decorar con los huevos y aceitunas.
"
MORUSA DE PALLARES ,"1 k (2.2 lb) pallares,2 cebollas,200 g (½ lb) piel de cerdo,¼ taza aceite de oliva,Sal,Pimienta"," Remojar los pallares en agua desde la víspera.
Pelar los pallares. Colocarlos en olla y cubrir con agua. Añadir 1 cebolla cortada en dos y la piel de cerdo. Hervir hasta que se deshagan los pallares. Retirar la cebolla y la piel de cerdo.
Calentar una sartén con aceite de oliva. Picar 1 cebolla y cocinar hasta que se vea transparente. Añadir los pallares y hervir por 20 minutos. Sazonar con sal y pimienta y hervir por 15 minutos.
Rociar con aceite de oliva en el momento de servir. Acompañar con arroz blanco.
Calorías 679
Proteínas 36 gr.
Grasas 16 gr.
Carbohidratos 103 gr.
"
MIGAS DE PAN A LA PERUANA,"1 pan de molde blanco, sin corteza,1 ¾ de taza de leche evaporada,3 cucharadas de aceite, aproximadamente,1 cebolla mediana, rallada,1 cucharadita de anís en grano,1 cucharadita de pasta de tomate,200 g (7 oz) de queso fresco triturado o picado finamente,½ taza de queso parmesano, rallado,4 yemas, ligeramente batidas,1 diente de ajo, triturado,6 huevos, para freír y servir en cada plato con las migas,Sal,Pimienta,Aceitunas sin pepa partidas por mitad para la decoración"," Colocar las tajadas de pan en un recipiente y agregarles 1 ½ taza de leche. Presionar para que todo el pan se remoje. Dejar reposar unos minutos y licuar.
Calentar el aceite en una olla y agregar la cebolla, el ajo y los granos de anís. Cocinar hasta que la cebolla esté tierna y dorada.
Agregar la pasta de tomate y mezclar. Incorporar luego la miga licuada y cocinar moviendo. Agregar luego el queso fresco y el queso parmesano y seguir moviendo hasta que se forme una crema. Retirar del fuego y agregar gradualmente las yemas, ligeramente batidas, mientras se mueve vigorosamente. Llevar al fuego bajo nuevamente y mover hasta que las yemas se cocinen. Las migas ya no deben hervir.
 Si la preparación estuviera muy espesa agregarle más leche. Sazonar con sal y pimienta.
Servir y acompañar con un huevo frito y arroz. Decorar con aceitunas.
"
MIGAS DE PAN ,"1 pan de molde mediano sin corteza,¼ de taza de aceite,1 cebolla grande, finamente picada,1 cucharadita de ajos molidos,Ají mirasol molido (al gusto), o en pasta,1 taza de leche evaporada,1 cucharadita de anís en grano hecha infusión en ¼ taza de agua hirviendo y colada,4 cucharadas de queso fresco triturado,½ taza de queso parmesano,Sal,Pimienta"," Colocar el pan en un recipiente y cubrirlo de agua. Dejar reposar unos minutos hasta ablandarlo. Exprimirlo bien y licuarlo con la leche y la infusión de anís.
Calentar el aceite en una olla y freir la cebolla picada, los ajos, el ají, sal y pimienta.
Incorporar el pan cuando el aderezo esté cocido, moviendo constantemente, a fuego moderado. Bajar el fuego y seguir cocinando, siempre moviendo, alrededor de 10 minutos hasta que esté cocido. 
Incorporar los quesos y mezclar.
Servir con arroz blanco y acompañar con huevo frito, y plátano de la isla frito.
Calorías 398
Proteínas 17.05 gr.
Grasas 23.06 gr.
Carbohidratos 38.16 gr.
"
MALA RABIA II,"5 plátanos de freír, bien maduros,250 g (1/4 k) queso fresco, cortado en cuadritos,3 cucharadas de aceite vegetal.,1 cebolla chica, picada en cuadritos,1 tomate chico, picado en cuadritos,1 ají amarillo fresco, picado en cuadritos,1 cucharadita de ají panca o ají colorado en polvo,2 cucharadas de hojas de culantro o perejil picado,Sal"," Cocinar en una olla con agua los plátanos bien lavados con cáscara, partidos en tres. Una vez cocidos, pelarlos y aplastarlos con un tenedor. Reservar el agua de cocción de los plátanos.
Calentar aceite en una olla y agregar la cebolla hasta que esté transparente. Agregar el ají panca y el ají amarillo y dorar por 2 minutos. Agregar el plátano aplastado. Si la mezcla estuviese muy seca agregar un poco de agua de cocción de los plátanos. Incorporar el queso fresco y el culantro o perejil picado.
Mezclar bien Este es un plato tradicional de la ciudad de Piura que se come en Semana Santa todos los Viernes Santos. Constituye uno de los siete potajes que se suelen degustar el Viernes Santo. Se acompaña con arroz, frejoles y pescado.
"
